Gene name	Gene type
Vmn2r-ps4	unprocessed_pseudogene
Plppr5	protein_coding
Gm14117	processed_pseudogene
Fyn	protein_coding
Gm12979	antisense
Ralgapa2	protein_coding
Vmn2r-ps68	unprocessed_pseudogene
Ficd	protein_coding
Nsun3	protein_coding
Gm47671	lincRNA
H1f0	protein_coding
1110019B22Rik	lincRNA
Trav23	TR_V_gene
Fam183b	protein_coding
Gm15489	antisense
Gm47708	lincRNA
Trdv3	TR_V_pseudogene
Gm15403	processed_pseudogene
Gm49544	antisense
Gm16038	unprocessed_pseudogene
Gm29284	unprocessed_pseudogene
Gm49992	processed_pseudogene
Ehbp1	protein_coding
Gm49993	processed_pseudogene
Dctn5	protein_coding
Gm18342	unprocessed_pseudogene
3110083C13Rik	bidirectional_promoter_lncRNA
Rpain	protein_coding
Gm47656	TEC
Klhl35	protein_coding
Vmn2r68	protein_coding
1700122D07Rik	antisense
Gm47655	processed_pseudogene
Gm41654	lincRNA
Gm6264	transcribed_unprocessed_pseudogene
Gm3772	lincRNA
Gm9012	processed_pseudogene
Il12rb1	protein_coding
Pde3b	protein_coding
Gm37542	TEC
Gm18996	processed_pseudogene
Trdv4	TR_V_gene
D430013B06Rik	TEC
1700084F23Rik	lincRNA
Gm5121	processed_pseudogene
Gm49994	processed_pseudogene
Gm973	protein_coding
Trdj1	TR_J_gene
Gm14269	processed_pseudogene
Apoc3	protein_coding
Gm30275	antisense
Marcksl1	protein_coding
Itm2a	protein_coding
A530032D15Rik	protein_coding
Trdd2	TR_D_gene
Gm11660	processed_pseudogene
Trdd1	TR_D_gene
Gm20414	processed_pseudogene
Glt8d2	protein_coding
Gm48024	lincRNA
Gm20415	unprocessed_pseudogene
Gm6722	processed_pseudogene
Fam167a	protein_coding
Olfr313	protein_coding
Vmn2r-ps69	unprocessed_pseudogene
Rnf180	protein_coding
Piwil4	protein_coding
Nqo1	protein_coding
Cyp2c72-ps	processed_pseudogene
Arhgef6	protein_coding
Olfr312	protein_coding
Gm50438	transcribed_processed_pseudogene
Tmx3	protein_coding
Gm47074	processed_pseudogene
Gm19145	processed_pseudogene
Rpl19-ps1	processed_pseudogene
Gm6751	processed_pseudogene
Gm14835	processed_pseudogene
Gm43773	sense_intronic
Gm43768	sense_intronic
Gm43039	TEC
C130026I21Rik	protein_coding
Rchy1	protein_coding
Vmn2r128	polymorphic_pseudogene
Gm43774	sense_intronic
4933401B06Rik	transcribed_processed_pseudogene
4732465J04Rik	lincRNA
Snx27	protein_coding
Gm27039	processed_pseudogene
Cyb5d1	protein_coding
Gm15732	processed_pseudogene
Abca17	protein_coding
Gm19620	processed_pseudogene
Msn	protein_coding
Gm49995	processed_pseudogene
Cyp27b1	protein_coding
Gm21018	processed_pseudogene
Tmem259	protein_coding
Ipo9	protein_coding
Rsc1a1	protein_coding
Tlr5	protein_coding
Tmem88	protein_coding
Sh3rf3	protein_coding
Gm28411	antisense
Ddi2	protein_coding
Clec4n	protein_coding
Zfp207	protein_coding
Mydgf	protein_coding
Naa38	protein_coding
Ifih1	protein_coding
Tmem231	protein_coding
Gm16796	antisense
Pfdn4	protein_coding
Gm15586	processed_pseudogene
Alg3	protein_coding
Gm10706	antisense
Fgf9	protein_coding
Tdg	protein_coding
Gm43745	TEC
Gm17141	antisense
Gm42424	processed_pseudogene
Cage1	protein_coding
Vmn2r4	protein_coding
Dpp9	protein_coding
Gm34583	transcribed_processed_pseudogene
Yipf3	protein_coding
Gm31728	antisense
Vmn2r-ps6	unprocessed_pseudogene
Serf1	protein_coding
Vmn2r-ps7	unprocessed_pseudogene
Gm20656	unprocessed_pseudogene
Vstm2l	protein_coding
Tdrd1	protein_coding
Gm47718	lincRNA
Vmn2r-ps8	unprocessed_pseudogene
Gm33543	protein_coding
Gm17109	processed_pseudogene
Cndp2	protein_coding
Gm47719	lincRNA
Gm49480	processed_pseudogene
Marchf9	protein_coding
Gm47724	processed_pseudogene
Espl1	protein_coding
Socs7	protein_coding
Gm45457	TEC
Gm45458	TEC
Thap6	transcribed_unitary_pseudogene
Xylt2	protein_coding
Rpsa-ps3	processed_pseudogene
1700104B16Rik	lincRNA
Sorbs2	protein_coding
Gm17133	antisense
Gm12050	lincRNA
Man2a1	protein_coding
Gm12051	lincRNA
Cyp24a1	protein_coding
Vmn2r5	protein_coding
Ccdc126	protein_coding
1700028K03Rik	protein_coding
Gm6905	processed_pseudogene
Bpgm	protein_coding
AC123856.1	transcribed_unprocessed_pseudogene
BC001981	antisense
Qrfprl	protein_coding
Gm7609	protein_coding
1810062G17Rik	protein_coding
Gm43749	processed_pseudogene
Prdx1	protein_coding
Gm44684	processed_transcript
Arl13b	protein_coding
Epb41l3	protein_coding
Bcap31	protein_coding
Gm45910	unprocessed_pseudogene
E4f1	protein_coding
Gm45054	lincRNA
Poglut1	protein_coding
Cela1	protein_coding
E430024I08Rik	lincRNA
Trp53bp1	protein_coding
Gm42559	TEC
Iffo1	protein_coding
Gm47435	processed_pseudogene
Fam193a	protein_coding
Gm20670	lincRNA
Tmem17	protein_coding
Gm49962	processed_pseudogene
Gm49762	lincRNA
Map3k4	protein_coding
Gm36355	lincRNA
Smarca4	protein_coding
Gm18913	processed_pseudogene
Rcor2	protein_coding
Gm18716	processed_pseudogene
Bicc1	protein_coding
2610020C07Rik	antisense
Barx1	protein_coding
Stx19	protein_coding
Snx7	protein_coding
Gm19147	processed_pseudogene
Vmn2r6	protein_coding
Btbd8	protein_coding
Gspt1	protein_coding
Grin3b	protein_coding
Fam3a	protein_coding
Gm28277	sense_intronic
Vmn2r-ps9	unprocessed_pseudogene
Gm20657	unprocessed_pseudogene
Vmn2r-ps10	unprocessed_pseudogene
Gm26931	processed_pseudogene
Ddx5	protein_coding
Vmn2r7	protein_coding
Gm11548	lincRNA
Gm47725	lincRNA
Ttll9	protein_coding
Mgat1	protein_coding
Dnajb4	protein_coding
Agmat	protein_coding
Myh7b	protein_coding
Alg9	protein_coding
Eif4h	protein_coding
Gm35960	processed_pseudogene
Oxa1l	protein_coding
Vmn2r-ps11	transcribed_unprocessed_pseudogene
Gm26939	processed_transcript
Gm12052	lincRNA
Arrdc2	protein_coding
Gm12053	processed_pseudogene
Gm13860	lincRNA
Vmn2r-ps12	unprocessed_pseudogene
Lsm10	protein_coding
Acpp	protein_coding
Cyp2r1	protein_coding
A930016O22Rik	antisense
Nadk	protein_coding
Ckm	protein_coding
Odf2	protein_coding
Arl5a	protein_coding
Crk	protein_coding
9130227L01Rik	lincRNA
Gm36986	TEC
1700003I22Rik	lincRNA
Gm9727	processed_pseudogene
Gm28900	processed_pseudogene
A930041C12Rik	antisense
Gm49879	processed_pseudogene
A230051N06Rik	lincRNA
Rpap2	protein_coding
Fem1a	protein_coding
Trpc4ap	protein_coding
Gm49996	processed_pseudogene
Sart3	protein_coding
Gm49997	processed_pseudogene
Gm49998	processed_pseudogene
Gda	protein_coding
Bloc1s2-ps	processed_pseudogene
Ssrp1	protein_coding
A430018G15Rik	processed_transcript
Slc7a7	protein_coding
Tbx22	protein_coding
Gm12055	lincRNA
Gapdh	protein_coding
Gm12056	lincRNA
Gm13541	processed_pseudogene
1110032A03Rik	protein_coding
Cacnb4	protein_coding
Cct6a	protein_coding
Sorcs1	protein_coding
Nras	protein_coding
Erc1	protein_coding
Commd1b	protein_coding
9130230N09Rik	processed_transcript
Gm12058	processed_pseudogene
Zrsr1	protein_coding
Gm20456	processed_transcript
Commd1	protein_coding
Btbd35f10	protein_coding
9530056E24Rik	TEC
Zfp825	protein_coding
Mrps26	protein_coding
Gm14357	processed_pseudogene
Gm14359	processed_pseudogene
Gm14355	processed_pseudogene
Gm38380	TEC
Mpl	protein_coding
Pfdn5	protein_coding
Gm38376	TEC
Gm37702	TEC
Gm38223	TEC
Zfp26	protein_coding
Ncoa2	protein_coding
Gabarapl2	protein_coding
Gm15647	antisense
B3gnt2	protein_coding
4930533K18Rik	antisense
Gm16364	antisense
Gm32025	processed_pseudogene
Gm48036	lincRNA
2900078I11Rik	TEC
Gm48025	sense_intronic
Ptpra	protein_coding
Traf3ip2	protein_coding
Gm11549	protein_coding
Gm12057	processed_pseudogene
Fdxacb1	protein_coding
Cyth4	protein_coding
Nfs1	protein_coding
Psph	protein_coding
Cep170b	protein_coding
Kcnc2	protein_coding
Ralgps1	protein_coding
Gm3511	processed_pseudogene
Gm48738	processed_pseudogene
Gm28240	lincRNA
Slc12a2	protein_coding
Spin2-ps1	processed_pseudogene
4930445E18Rik	lincRNA
Hsfy2	protein_coding
Arhgef7	protein_coding
Duox1	protein_coding
Gm48657	lincRNA
Vmn2r69	protein_coding
Gm48658	processed_pseudogene
Gm8899	processed_pseudogene
E130307A14Rik	antisense
Stx2	protein_coding
Nlrc4	protein_coding
Tnrc6a	protein_coding
Zscan29	protein_coding
Gm18359	unprocessed_pseudogene
Gm44578	processed_pseudogene
Vmn2r-ps70	unprocessed_pseudogene
Gm18360	unprocessed_pseudogene
Nob1	protein_coding
Adcyap1	protein_coding
Pros1	protein_coding
Olfr91	protein_coding
Myg1	protein_coding
Gm7551	processed_pseudogene
Galnt6	protein_coding
1810008I18Rik	lincRNA
Zfp607b	protein_coding
Olfr908	polymorphic_pseudogene
Tubgcp4	protein_coding
Gm16364	antisense
Olfr92	protein_coding
Gm14887	processed_pseudogene
F9	protein_coding
Gm4831	processed_pseudogene
Olfr911-ps1	protein_coding
Gm11395	unprocessed_pseudogene
Fam221a	protein_coding
Gm4708	processed_pseudogene
Slc19a2	protein_coding
Gm17232	antisense
Wwc1	protein_coding
Tdh	protein_coding
Btbd35f16	protein_coding
Snrpa1	protein_coding
Gm11542	processed_transcript
Gm9665	processed_pseudogene
Gm6764	processed_pseudogene
Gm11541	protein_coding
Gm50001	processed_pseudogene
Scrt1	protein_coding
Gm50002	processed_pseudogene
Gm50003	processed_pseudogene
Gm50004	processed_pseudogene
Gm9416	processed_pseudogene
Cdc34b	protein_coding
Rbm12	protein_coding
Gm50005	processed_pseudogene
Ins2	protein_coding
Gm50006	processed_pseudogene
Micall2	protein_coding
Osbpl11	protein_coding
Hr	protein_coding
Pofut1	protein_coding
Dbx1	protein_coding
Vmn2r71	protein_coding
AU017674	lincRNA
Vmn2r70	protein_coding
Olfr910	protein_coding
Gm45352	antisense
Htatip2	protein_coding
Gm26629	antisense
Gm19807	processed_pseudogene
Camk2n2	protein_coding
Gm45847	lincRNA
AI413582	protein_coding
Olfr912	protein_coding
Vmn2r-ps72	unprocessed_pseudogene
Gm50302	lincRNA
Gm2390	processed_pseudogene
Gm45846	lincRNA
Gm43457	TEC
Clec4d	protein_coding
Gm13209	antisense
Tmem115	protein_coding
Gm49748	antisense
Gm3443	transcribed_unitary_pseudogene
Olfr93	protein_coding
Gm14925	processed_pseudogene
D030046N08Rik	bidirectional_promoter_lncRNA
Ighv1-58	IG_V_gene
Olfr1393	protein_coding
Dipk1c	protein_coding
Yipf4	protein_coding
Elf5	protein_coding
Vhl-ps1	processed_pseudogene
Sesn2	protein_coding
Gm43062	lincRNA
Gm4824	processed_pseudogene
Cyb561d2	protein_coding
Gm11545	unprocessed_pseudogene
Gm6785	processed_pseudogene
Zdhhc9	protein_coding
Gm3778	unprocessed_pseudogene
Zfp60	protein_coding
Cpne1	protein_coding
Pcsk6	protein_coding
Dnajc16	protein_coding
Vmn2r-ps94	unprocessed_pseudogene
Gm15251	processed_pseudogene
Gm10463	TEC
Gm15257	processed_pseudogene
Lrrc73	protein_coding
Cep83os	bidirectional_promoter_lncRNA
Gm5046	processed_pseudogene
Gm49241	processed_pseudogene
Spink1	protein_coding
Btbd35f3	protein_coding
Gm49167	TEC
Gm14199	antisense
Gm15258	processed_pseudogene
Cwh43	protein_coding
Olfr1392	protein_coding
Basp1	protein_coding
Gm18020	processed_pseudogene
Gm7814	processed_pseudogene
Gm9051	processed_pseudogene
Nprl2	protein_coding
Rxfp4	protein_coding
Gm43434	antisense
Gm31645	processed_transcript
P2rx3	protein_coding
Gm38413	lincRNA
Trdj2	TR_J_gene
Gm49242	processed_pseudogene
Fosl2	protein_coding
Trdc	TR_C_gene
Galnt6os	antisense
Dreh	lincRNA
Trdv5	TR_V_gene
Gm48925	lincRNA
4930520P13Rik	lincRNA
Angel2	protein_coding
4930583I09Rik	protein_coding
Gm5637	processed_pseudogene
Gm28996	processed_pseudogene
Olfr10	protein_coding
Gm14891	processed_pseudogene
Gm28548	lincRNA
Gm12981	antisense
Ifi206	protein_coding
Gm49550	processed_pseudogene
Gm4701	processed_pseudogene
Pou2f3	protein_coding
Tm4sf5	protein_coding
Ighv1-59	IG_V_gene
Tmem249	protein_coding
I730030J21Rik	processed_transcript
Mbd3	protein_coding
Gm12125	processed_pseudogene
Khdc4	protein_coding
Spen	protein_coding
Tti1	protein_coding
Gm9555	processed_pseudogene
Gm3786	processed_pseudogene
9430037O13Rik	TEC
Gm42546	TEC
Serpinb6e	protein_coding
BC051077	lincRNA
Kif3b	protein_coding
Sec63	protein_coding
Abcd1	protein_coding
Gm16059	antisense
Csnk1e	protein_coding
Olfr913	protein_coding
Vsig10	protein_coding
Cpne4	protein_coding
Gm47706	processed_pseudogene
D430040D24Rik	processed_transcript
Odaph	protein_coding
Scgb3a2	protein_coding
Sema4c	protein_coding
P4hb	protein_coding
Mmachc	protein_coding
Gm49865	processed_pseudogene
Gm34440	processed_pseudogene
Cma1	protein_coding
Gm48781	processed_pseudogene
Gm34106	antisense
Gm14637	antisense
Ctdsp2	protein_coding
Zmynd10	protein_coding
Gm26692	lincRNA
Gm42669	protein_coding
Vmn2r-ps13	unprocessed_pseudogene
Gm18870	lincRNA
Tbc1d2	protein_coding
Gm7517	processed_pseudogene
Tent5d	protein_coding
Gm49621	processed_pseudogene
Gm38029	TEC
Gm49185	processed_pseudogene
Gm37965	TEC
Gm33912	lincRNA
Asxl1	protein_coding
Gm2333	processed_pseudogene
Sdf2	protein_coding
Egfem1	protein_coding
Gm41318	lincRNA
Gm48927	processed_pseudogene
Gm49622	lincRNA
Cdc34	protein_coding
Mroh2a	protein_coding
Cma2	protein_coding
Zfp451	protein_coding
Gm13537	processed_pseudogene
Gm49186	processed_pseudogene
Angptl2	protein_coding
Gm49198	lincRNA
Gm10399	antisense
Gm15727	processed_pseudogene
Olfm3	protein_coding
Ighv1-60	IG_V_pseudogene
Rpl27	protein_coding
Gm44009	lincRNA
Supt6	protein_coding
Ighv1-61	IG_V_gene
2610002M06Rik	protein_coding
Mcpt-ps1	transcribed_unprocessed_pseudogene
Atpif1	protein_coding
Gm13528	antisense
Tmco5	protein_coding
Stxbp1	protein_coding
Gm37033	TEC
Gm5069	transcribed_processed_pseudogene
Zp1	protein_coding
Zbtb17	protein_coding
Hjurp	protein_coding
Gm36933	TEC
Gm37390	TEC
Pikfyve	protein_coding
Itpkb	protein_coding
Dda1	protein_coding
Olfr1391	protein_coding
Fcgr2b	protein_coding
2500004C02Rik	processed_transcript
Gm12999	antisense
Gm9917	antisense
4930470P17Rik	protein_coding
Gm10046	transcribed_unprocessed_pseudogene
Ighv1-62	IG_V_pseudogene
Gm19331	lincRNA
Hyal2	protein_coding
Ighv1-62-1	IG_V_gene
Mettl4	protein_coding
4930473A02Rik	antisense
Olfr1390	protein_coding
Tnip2	protein_coding
Calcrl	protein_coding
Tjap1	protein_coding
Gm45213	protein_coding
Gm20684	bidirectional_promoter_lncRNA
Cdk4	protein_coding
Gm5455	processed_pseudogene
Tcl1	protein_coding
Gm94	protein_coding
2610028D06Rik	TEC
Gapt	protein_coding
Cep164	protein_coding
Gm5901	protein_coding
Gm10701	antisense
Upk1b	protein_coding
Snx4	protein_coding
Gm44317	antisense
Dpy19l1	protein_coding
Gm5219	unprocessed_pseudogene
Tusc2	protein_coding
Gm14264	lincRNA
Vmn2r-ps73	unprocessed_pseudogene
Gm30055	TEC
Gm49093	processed_pseudogene
Vmn2r72	protein_coding
Dok5	protein_coding
Gm2157	processed_pseudogene
Pafah1b3	protein_coding
Ccdc181	protein_coding
Gm2150	processed_pseudogene
Gm46496	processed_pseudogene
Gm43714	antisense
Arntl2	protein_coding
Gm45724	TEC
Gm49243	processed_pseudogene
F630028O10Rik	antisense
Ces3a	protein_coding
Rassf1	protein_coding
Washc2	protein_coding
Gm7290	processed_pseudogene
2410003L11Rik	processed_transcript
Gm47567	TEC
Gm47566	antisense
Gpr65	protein_coding
Epop	protein_coding
Slc4a8	protein_coding
Ano8	protein_coding
Clec4e	protein_coding
Mrps6	protein_coding
Vsig4	protein_coding
Olfr914	protein_coding
Dtl	protein_coding
Vmo1	protein_coding
Gm12189	processed_pseudogene
Gm7031	processed_pseudogene
Zfp626	protein_coding
Gm49711	protein_coding
Gm13622	processed_pseudogene
Olfr753-ps1	polymorphic_pseudogene
Gm12317	processed_pseudogene
Slc5a3	protein_coding
Ppig	protein_coding
Matn2	protein_coding
Ero1l	protein_coding
Gm38120	TEC
Amd-ps7	processed_pseudogene
Gm27038	processed_pseudogene
Gm50010	TEC
Gm37409	TEC
Olfr916	protein_coding
Gm50009	TEC
Mylk3	protein_coding
1110059E24Rik	protein_coding
2700099C18Rik	transcribed_unprocessed_pseudogene
Gm41496	lincRNA
Gm41495	lincRNA
Gm48782	processed_pseudogene
Olfr915	polymorphic_pseudogene
Gm37511	IG_V_pseudogene
Gm48956	lincRNA
Gm16310	sense_intronic
Mtmr9	protein_coding
Gm48957	processed_transcript
Gm49385	polymorphic_pseudogene
Gm38184	IG_V_pseudogene
Hsd17b3	protein_coding
Tmem92	protein_coding
Ighv1-62-2	IG_V_gene
Gm6341	processed_pseudogene
Tppp2	protein_coding
Gm5468	lincRNA
Fchsd2	protein_coding
Ighv1-62-3	IG_V_gene
Rassf10	protein_coding
Gm11706	antisense
Cep95	protein_coding
Gm5599	processed_pseudogene
Gm1976	processed_transcript
Gm33586	lincRNA
Klrb1a	protein_coding
Rnase13	protein_coding
Gm49964	lincRNA
Ifi214	protein_coding
4732491K20Rik	bidirectional_promoter_lncRNA
Tspan31	protein_coding
Gm49076	lincRNA
Fam178b	protein_coding
Gm47449	processed_pseudogene
Ubd	protein_coding
Smndc1	protein_coding
Gm41715	lincRNA
Ppcdc	protein_coding
Gm50206	TEC
Gm48689	antisense
Gm15918	antisense
Ly6e	protein_coding
Gm50207	lincRNA
Cep83	protein_coding
Xkr6	protein_coding
Ccdc86	protein_coding
Pum1	protein_coding
Gm18779	processed_pseudogene
Gm18354	unprocessed_pseudogene
Olfr1389	protein_coding
Csf2ra	protein_coding
Ptgdr2	protein_coding
Hdac1	protein_coding
4931403E22Rik	antisense
Gm16129	processed_pseudogene
Nme7	protein_coding
Gm18429	processed_pseudogene
Gm37593	TEC
Zfp59	protein_coding
Plch1	protein_coding
Olfr1388	protein_coding
Gm43669	processed_pseudogene
Gm37266	TEC
Serpinb6c	protein_coding
Gm37176	TEC
Gm15650	antisense
Gm38204	antisense
Gm20098	lincRNA
Gm19309	processed_pseudogene
Sh3tc1	protein_coding
Gm43430	TEC
Aaas	protein_coding
Olfr1387	protein_coding
S1pr1	protein_coding
Gm18275	processed_pseudogene
Nfkb1	protein_coding
Gm16024	antisense
Gm7089	processed_pseudogene
Gm45871	protein_coding
Gm48785	processed_pseudogene
1700007L15Rik	bidirectional_promoter_lncRNA
D630039A03Rik	protein_coding
Cdk11b	protein_coding
Was	protein_coding
Gm20039	processed_pseudogene
Gm8582	unprocessed_pseudogene
Slc6a17	protein_coding
Gm44064	TEC
Gm8584	unprocessed_pseudogene
Gm19585	lincRNA
8030456M14Rik	bidirectional_promoter_lncRNA
4833407H14Rik	lincRNA
Gm19197	processed_pseudogene
Hapln2	protein_coding
Mirt1	processed_transcript
Calca	protein_coding
Gm9889	lincRNA
Prr19	protein_coding
Gm43133	TEC
Zfp607a	protein_coding
Vps33a	protein_coding
Ifi213	protein_coding
Gm4242	processed_pseudogene
Ldlrad1	protein_coding
Olfr1386	protein_coding
Gm50357	processed_pseudogene
Gm18999	processed_pseudogene
Gm6471	lincRNA
Gm20762	processed_pseudogene
Adgrd2-ps	transcribed_unitary_pseudogene
Gm39117	lincRNA
Gm14350	processed_pseudogene
Gm50393	TEC
Gm49029	processed_pseudogene
Ighv8-9	IG_V_gene
Gm6340	processed_pseudogene
Gm14349	processed_pseudogene
Gm9236	processed_pseudogene
Dusp5	protein_coding
Gm6618	processed_pseudogene
Gm14358	processed_pseudogene
4930543E12Rik	lincRNA
Gm14362	processed_pseudogene
Gm19439	TEC
Epha1	protein_coding
Gm14356	processed_pseudogene
Fut4	protein_coding
Btbd35f28	protein_coding
Gm36642	lincRNA
Gm50394	antisense
Srek1	protein_coding
Vmn2r-ps75	unprocessed_pseudogene
Cdr2l	protein_coding
Vmn2r-ps76	unprocessed_pseudogene
Nutf2-ps1	protein_coding
Vmn2r-ps77	unprocessed_pseudogene
Gm41600	lincRNA
Vmn2r19	protein_coding
Gm50402	TEC
Gm49912	lincRNA
Ran	protein_coding
4933401J01Rik	TEC
Gm5094	lincRNA
Blzf1	protein_coding
Fam49b	protein_coding
Shf	protein_coding
Gm35569	lincRNA
Gm6428	processed_pseudogene
Vmn2r20	protein_coding
Gm49763	antisense
Yipf6	protein_coding
Gm47467	lincRNA
Gm43249	processed_pseudogene
Gm37180	TEC
Gm5626	processed_pseudogene
Gm1992	antisense
Gm42687	TEC
Gm43107	TEC
Gm7341	processed_pseudogene
Dph5	protein_coding
Gm18956	processed_pseudogene
Psmb7-ps2	transcribed_processed_pseudogene
Gm19938	sense_intronic
Gm6787	processed_transcript
Gm45909	TEC
Gm38077	TEC
Gm37329	TEC
Ces1d	protein_coding
Gm20532	protein_coding
Gm37686	TEC
Mrpl3	protein_coding
Xkr4	protein_coding
Agpat2	protein_coding
Gm48934	unprocessed_pseudogene
9130024F11Rik	processed_transcript
Crtc2	protein_coding
Gm5801	processed_pseudogene
Gm37363	TEC
AA672651	antisense
Gm38148	TEC
Gm15235	processed_pseudogene
Mcpt1	protein_coding
Gm29282	lincRNA
Zbtb34	protein_coding
Gm29441	processed_pseudogene
Gm13010	antisense
Gltpd2	protein_coding
Rpl31-ps11	processed_pseudogene
Gm9530	lincRNA
Gm4081	TEC
Satb2	protein_coding
Il7	protein_coding
Gm48552	protein_coding
Gm15455	processed_pseudogene
Dohh	protein_coding
Psmb6	protein_coding
Gm14263	processed_pseudogene
Gtpbp3	protein_coding
Gm732	protein_coding
Tgfb3	protein_coding
Traj61	TR_J_pseudogene
Gm47469	lincRNA
Med14	protein_coding
Zyx	protein_coding
Gm48098	processed_pseudogene
Gm14640	lincRNA
Vamp9	protein_coding
Gm11546	unprocessed_pseudogene
Gm48099	lincRNA
1700007M16Rik	lincRNA
Gm14266	lincRNA
Stk40	protein_coding
Fbxl6	protein_coding
Gm15460	processed_pseudogene
Vegfa	protein_coding
Gm40155	antisense
Dipk1b	protein_coding
Tsen2	protein_coding
Tgm2	protein_coding
Eea1	protein_coding
Spata20	protein_coding
Dnajb14	protein_coding
Nudt18	protein_coding
Gm26531	antisense
Ighv1-63	IG_V_gene
Prmt2	protein_coding
Gm16685	antisense
Gm13524	antisense
Gm44478	processed_pseudogene
Ttll5	protein_coding
A930005H10Rik	processed_transcript
Gm48551	protein_coding
Btbd35f20	protein_coding
Capsl	protein_coding
Gm14849	processed_pseudogene
1700028P15Rik	processed_transcript
Gm43108	TEC
Htr1a	protein_coding
Th	protein_coding
Gm27217	antisense
Atg16l2	protein_coding
Myh13	protein_coding
Matk	protein_coding
Gm49436	TEC
Gm378	processed_pseudogene
Gm19853	processed_pseudogene
Gm14272	lincRNA
Ifi209	protein_coding
Gm47470	processed_pseudogene
Egfl7	protein_coding
Gm13582	lincRNA
Gm20939	lincRNA
1700013G24Rik	protein_coding
Gm14641	lincRNA
Wasf2	protein_coding
Gm13579	processed_pseudogene
Gm9218	processed_pseudogene
Gm47103	processed_pseudogene
Gm47106	antisense
Gm47102	processed_pseudogene
Gm46430	lincRNA
Gm44103	TEC
Gm379	transcribed_processed_pseudogene
9430069I07Rik	protein_coding
Gm43088	TEC
Gm49270	TEC
Nudt16	protein_coding
Gm50456	unprocessed_pseudogene
Gm37411	TEC
Gm13581	processed_pseudogene
Atp1b1	protein_coding
Gm49432	lincRNA
Gm12208	processed_pseudogene
Pla2g10os	antisense
Tmem50b	protein_coding
Cbln4	protein_coding
9530068E07Rik	protein_coding
Pgp	protein_coding
Mkrn2os	protein_coding
Pla2g10	protein_coding
Mmp9	protein_coding
Acox2	protein_coding
Gm3787	transcribed_processed_pseudogene
Mcf2	protein_coding
Slc35e2	protein_coding
Ifi208	protein_coding
Gm14271	antisense
Plvap	protein_coding
Gm14274	processed_pseudogene
Mc3r	protein_coding
Nudt16l2	protein_coding
Tmem19	protein_coding
Gm14275	lincRNA
Iscu	protein_coding
Kcnh8	protein_coding
Slc22a3	protein_coding
Hyal1	protein_coding
Lrrc42	protein_coding
Fam160b2	protein_coding
Slc12a3	protein_coding
Wdr31	protein_coding
AA623943	unprocessed_pseudogene
Gm6122	processed_pseudogene
Tunar	protein_coding
Gm11543	unprocessed_pseudogene
Vmn2r-ps25	unprocessed_pseudogene
Gm44157	TEC
Gm11544	unprocessed_pseudogene
Gm14348	processed_pseudogene
Raf1	protein_coding
Olfr917	protein_coding
A430060F13Rik	unprocessed_pseudogene
Gm14364	processed_pseudogene
Gm33022	unprocessed_pseudogene
Gm5630	processed_pseudogene
Vmn2r-ps26	unprocessed_pseudogene
Gm9637	processed_pseudogene
Gpatch4	protein_coding
Gzmm	protein_coding
Gm14368	processed_pseudogene
Gm15260	processed_pseudogene
Gm49716	processed_pseudogene
Gm14935	processed_pseudogene
Btbd35f17	protein_coding
Ampd1	protein_coding
Gm14933	processed_pseudogene
1700093J21Rik	bidirectional_promoter_lncRNA
Gm18752	transcribed_unprocessed_pseudogene
Hsf3	protein_coding
Zfp148	protein_coding
Mtln	protein_coding
Ywhae	protein_coding
2010310C07Rik	antisense
Gm6019	processed_pseudogene
Gm9210	processed_pseudogene
Gm7871	unprocessed_pseudogene
Gm49913	processed_pseudogene
Gm49914	processed_pseudogene
Gm44284	antisense
Gm29770	processed_pseudogene
Gm49953	lincRNA
Gm9214	processed_pseudogene
Hyal3	protein_coding
Smurf2	protein_coding
Gm16103	processed_pseudogene
Gm20688	sense_intronic
Ms4a10	protein_coding
Uxs1	protein_coding
Plg	protein_coding
Apol7a	protein_coding
Mrpl58	protein_coding
Gm48208	processed_pseudogene
Gm48211	processed_pseudogene
Gm10739	lincRNA
Gm48212	processed_pseudogene
Gm14273	antisense
Gm48214	processed_pseudogene
A230052G05Rik	TEC
Naa80	protein_coding
Fam210b	protein_coding
2010009K17Rik	antisense
